MSSubClass,MSZoning,log(LotArea),Neighborhood,OverallQual,OverallCond,log(TotalBsmtSF),log(GrLivArea),SaleType,SaleCondition,log(SalePrice)
2-STORY PUD - 1946 & NEWER,FV,3.334453751,Somerst,7,5,2.77815125,3.097604329,WD,Normal,5.204119983
1-1/2 STORY FINISHED ALL AGES,RL,3.924279286,SWISU,6,5,3.072249898,3.228913406,WD,Normal,5.135132651
1-STORY 1946 & NEWER ALL STYLES,RL,3.965201701,NAmes,5,8,2.936513742,3.079181246,WD,Normal,5.164352856
1-STORY 1946 & NEWER ALL STYLES,RL,3.768490105,NAmes,5,7,2.971275849,2.971275849,WD,Normal,5.11058971
1-STORY 1946 & NEWER ALL STYLES,RL,3.969276095,CollgCr,6,5,3.118595365,3.118595365,WD,Normal,5.246577357
2-STORY 1945 & OLDER,RM,3.837714668,IDOTRR,6,7,2.835056102,3.131939295,WD,Normal,5.103803721
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.567731963,StoneBr,8,5,3.031004281,3.036628895,WD,Normal,5.230448921
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,4,6,2.827369273,3.121887985,WD,Normal,5.10720997
1-STORY 1946 & NEWER ALL STYLES,RL,4.074816441,NWAmes,7,5,3.104145551,3.204391332,COD,Abnorml,5.195899652
1-STORY 1945 & OLDER,RL,3.924279286,SWISU,2,5,2.462397998,2.641474111,WD,Normal,4.77815125
1-STORY 1946 & NEWER ALL STYLES,RL,3.989360814,NAmes,5,5,2.977723605,2.977723605,WD,Normal,5.077367905
1-STORY 1946 & NEWER ALL STYLES,RL,3.84509804,NAmes,5,7,3.004321374,3.054613055,WD,Family,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,3.949877704,NAmes,6,6,2.8162413,3.077004327,WD,Normal,5.202760687
2-STORY PUD - 1946 & NEWER,RM,3.304490528,BrDale,5,5,2.799340549,3.114610984,WD,Normal,5.025305865
2-STORY 1946 & NEWER,RL,4.088348752,NoRidge,8,5,3.165244326,3.418632687,WD,Normal,5.511883361
1-STORY 1946 & NEWER ALL STYLES,RL,4.015233976,SawyerW,7,5,2.959041392,3.15896526,WD,Normal,5.255031163
2-STORY 1946 & NEWER,RL,4.366553693,Gilbert,7,5,2.938519725,3.305566314,New,Partial,5.438898182
2-STORY 1946 & NEWER,RL,3.90649666,Gilbert,6,5,2.965671971,3.227886705,WD,Abnorml,5.257678575
1-STORY 1946 & NEWER ALL STYLES,RL,4.055454785,NridgHt,8,5,3.263872677,3.263872677,WD,Normal,5.447158031
2-STORY 1946 & NEWER,RL,3.903089987,Gilbert,6,5,2.888179494,3.219584526,WD,Normal,5.274157849
2-STORY 1946 & NEWER,RL,4.020361283,NWAmes,7,6,2.904715545,3.293141483,WD,Normal,5.311753861
1-STORY 1946 & NEWER ALL STYLES,RL,3.851258349,NAmes,5,7,2.911690159,2.911690159,WD,Normal,5.113609151
1-STORY 1946 & NEWER ALL STYLES,RL,3.950510893,NAmes,5,7,3.003460532,3.003460532,WD,Normal,5.128722284
1-STORY 1946 & NEWER ALL STYLES,RL,3.73239376,OldTown,5,7,2.920645001,2.920645001,WD,Normal,5.068185862
1-STORY 1946 & NEWER ALL STYLES,RL,4.082246655,NridgHt,8,5,3.239049093,3.239049093,New,Partial,5.50242712
SPLIT OR MULTI-LEVEL,RL,3.889301703,Gilbert,8,5,2.610660163,3.151982395,WD,Normal,5.265053789
1-STORY 1946 & NEWER ALL STYLES,RL,3.989627771,Sawyer,5,7,2.951337519,2.951337519,WD,Normal,5.113943352
SPLIT OR MULTI-LEVEL,RL,4.14066514,Sawyer,5,6,2.726727209,3.204391332,WD,Normal,5.146128036
1-STORY 1946 & NEWER ALL STYLES,RL,3.878521796,NAmes,5,5,3.017033339,3.017033339,WD,Normal,5.126131407
1-STORY 1945 & OLDER,RM,3.917137753,IDOTRR,6,5,3.005180513,3.005180513,WD,Normal,5.073351702
1-STORY 1946 & NEWER ALL STYLES,RL,4.003632837,CollgCr,7,5,3.190891717,3.190891717,New,Partial,5.328175661
1-STORY 1946 & NEWER ALL STYLES,RL,3.950656883,Edwards,4,3,2.827369273,2.982271233,COD,Abnorml,5.049218023
1-STORY 1946 & NEWER ALL STYLES,RL,3.9733588,Edwards,5,9,2.843855423,2.843855423,WD,Normal,5.071882007
SPLIT OR MULTI-LEVEL,RL,3.960232873,Gilbert,7,5,2.584331224,3.170848204,WD,Normal,5.214578954
1-STORY 1946 & NEWER ALL STYLES,RL,4.018450832,NAmes,4,5,3.002166062,3.002166062,WD,Normal,5.06069784
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.566319622,Blmngtn,7,5,3.137670537,3.191730393,WD,Normal,5.240549248
1-STORY 1946 & NEWER ALL STYLES,RL,4.163519163,Gilbert,7,5,3.184691431,3.184691431,WD,Family,5.413299764
2-STORY 1946 & NEWER,RL,4.071734764,Gilbert,7,5,2.92788341,3.292034436,WD,Normal,5.33243846
DUPLEX - ALL STYLES AND AGES,RM,3.857332496,OldTown,5,5,2.971275849,2.971275849,WD,Normal,5.146128036
1-1/2 STORY FINISHED ALL AGES,RL,3.892317261,SWISU,4,3,3.049992857,3.296884476,WD,Normal,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,4.029870564,Mitchel,5,5,2.988558957,2.988558957,Oth,Abnorml,4.970811611
2-STORY 1945 & OLDER,RM,3.995635195,OldTown,6,4,3.003460532,3.344392274,WD,Normal,5.070037867
2-STORY 1946 & NEWER,RL,3.992465148,SawyerW,8,5,3.0523091,3.305351369,WD,Normal,5.379305518
2-STORY 1946 & NEWER,RL,3.943148129,Gilbert,6,5,2.961895474,3.204119983,WD,Normal,5.227886705
1-STORY 1945 & OLDER,RM,3.790988475,BrkSide,6,5,2.982271233,2.993876915,WD,Normal,5.008600172
1-1/2 STORY FINISHED ALL AGES,RL,3.982271233,NAmes,6,5,3.013679697,3.097604329,WD,Abnorml,5.075546961
1-1/2 STORY FINISHED ALL AGES,RL,3.802226238,Sawyer,5,8,2.892094603,3.008600172,WD,Normal,4.973127854
1-STORY 1946 & NEWER ALL STYLES,RL,3.99206726,Mitchel,6,5,3.195068996,3.195068996,WD,Normal,5.292256071
1-STORY 1945 & OLDER,RL,3.941063988,BrkSide,5,5,2.961421094,3.067070856,WD,Normal,5.158362492
1-STORY 1946 & NEWER ALL STYLES,RL,3.866287339,NAmes,5,7,2.978636948,2.978636948,COD,Abnorml,5.1430148
2-STORY 1946 & NEWER,RL,4.01300585,NWAmes,5,7,2.892094603,3.271376872,WD,Normal,5.2955671
2-STORY 1946 & NEWER,RL,3.998477303,CollgCr,8,5,3.16613397,3.451479405,New,Partial,5.628256067
1-STORY 1946 & NEWER ALL STYLES,RL,3.954242509,Sawyer,5,3,3.002597981,3.002597981,WD,Normal,4.903089987
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.085647288,Edwards,4,4,2.827369273,2.965671971,WD,Normal,4.903089987
1-1/2 STORY FINISHED ALL AGES,RM,3.79518459,BrkSide,5,6,3.017867719,3.197556213,WD,Family,5.173186268
1-STORY 1946 & NEWER ALL STYLES,RL,4.049218023,SawyerW,6,5,3.113274692,3.113274692,WD,Normal,5.255272505
2-STORY 1945 & OLDER,RL,4.079181246,Crawfor,7,7,2.847572659,3.194236749,WD,Normal,5.241795431
1-1/2 STORY FINISHED ALL AGES,RM,3.755874856,OldTown,7,7,2.757396029,3.045714059,WD,Normal,5.067814511
2-STORY 1945 & OLDER,RM,3.954242509,OldTown,7,9,2.812913357,3.170848204,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,3.918030337,NAmes,6,5,2.969415912,2.969415912,WD,Normal,5.093421685
1-STORY 1946 & NEWER ALL STYLES,RL,4.249320677,Edwards,5,4,3.16613397,3.16613397,WD,Normal,5.175801633
1-STORY 1946 & NEWER ALL STYLES,RL,4.149680882,Crawfor,6,7,3.030599722,3.25791845,WD,Abnorml,5.361727836
1-STORY 1945 & OLDER,RM,3.770115295,IDOTRR,6,8,2.911690159,2.911690159,WD,Normal,5.080987047
2-STORY 1946 & NEWER,RL,4.136720567,NAmes,7,6,2.936513742,3.260071388,WD,Normal,5.304921162
1-STORY 1946 & NEWER ALL STYLES,RL,4.032135047,Veenker,5,8,3.157456768,3.157456768,WD,Normal,5.338456494
SPLIT OR MULTI-LEVEL,RL,3.970811611,NAmes,5,8,3.086003706,3.102090526,WD,Normal,5.255031163
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.699056855,NridgHt,7,5,3.118595365,3.118595365,WD,Normal,5.361727836
1-STORY 1946 & NEWER ALL STYLES,RL,4.076713245,Somerst,8,5,3.198657087,3.198657087,ConLD,Partial,5.37130435
2-STORY 1946 & NEWER,RL,3.959994838,NWAmes,6,6,2.954724791,3.273232834,WD,Normal,5.267171728
2-STORY PUD - 1946 & NEWER,RL,3.357934847,NPkVill,6,5,2.931966115,3.163161375,WD,Normal,5.164352856
1-STORY 1946 & NEWER ALL STYLES,RL,4.169615662,Crawfor,6,7,3.112605002,3.214843848,WD,Normal,5.350248018
1-STORY 1946 & NEWER ALL STYLES,RL,3.940715657,Sawyer,5,5,2.951337519,2.951337519,WD,Normal,5.11058971
DUPLEX - ALL STYLES AND AGES,RL,4.11058971,Sawyer,4,4,3.078456818,3.099680641,WD,Alloca,5.037263109
SPLIT OR MULTI-LEVEL,RL,4.208360725,Veenker,5,7,3.133538908,3.155943018,WD,Normal,5.28780173
1-STORY 1946 & NEWER ALL STYLES,RL,3.979593896,NridgHt,7,5,3.176669933,3.176669933,New,Partial,5.367672673
1-STORY 1946 & NEWER ALL STYLES,RL,4.020154032,CollgCr,8,5,3.228913406,3.228913406,WD,Normal,5.389786062
2-STORY 1946 & NEWER,RL,4.035509785,Gilbert,6,5,2.981818607,3.22297645,WD,Normal,5.238046103
2-STORY 1945 & OLDER,RL,4.137607271,Edwards,6,7,3.051923916,3.323870607,WD,Normal,5.371067862
2-STORY 1946 & NEWER,RL,4.55339751,NoRidge,10,5,3.285557309,3.559547556,WD,Normal,5.795880017
SPLIT OR MULTI-LEVEL,RL,3.994756945,Mitchel,6,6,3.039810554,3.048441804,WD,Normal,5.23299611
1-STORY 1946 & NEWER ALL STYLES,RL,3.959994838,NAmes,6,6,3.100715087,3.100715087,WD,Normal,5.212187604
2-STORY PUD - 1946 & NEWER,FV,3.603901832,Somerst,7,5,2.795880017,3.096910013,WD,Normal,5.235275877
1-1/2 STORY FINISHED ALL AGES,RL,4.255995727,ClearCr,5,6,3.203576775,3.489395922,WD,Normal,5.302114377
2-STORY 1945 & OLDER,RL,4.219060332,Crawfor,6,8,2.978636948,3.370142847,WD,Normal,5.378397901
1-1/2 STORY FINISHED ALL AGES,RL,4.028489917,NoRidge,8,5,3.226084116,3.458184436,WD,Normal,5.45484486
1-STORY 1946 & NEWER ALL STYLES,RL,3.842047289,Mitchel,5,5,2.942504106,2.965201701,WD,Normal,5.077367905
1-1/2 STORY FINISHED ALL AGES,RM,3.596597096,OldTown,6,8,2.912753304,3.087781418,WD,Normal,5.06069784
1-1/2 STORY FINISHED ALL AGES,RL,3.885417765,Crawfor,5,6,2.863917377,3.128076013,WD,Normal,5.190051418
1-STORY 1946 & NEWER ALL STYLES,RL,3.920905604,Edwards,5,5,#NUM!,3.050766311,WD,Normal,4.968482949
2-STORY 1946 & NEWER,RL,4.048053173,Timber,7,5,3.084933575,3.400365273,WD,Normal,5.397940009
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.747178671,Crawfor,8,5,3.204119983,3.218010043,New,Partial,5.593839661
2-STORY 1946 & NEWER,RL,4.193764433,NoRidge,10,5,3.379486814,3.650890078,WD,Abnorml,5.872156273
1-STORY 1945 & OLDER,RL,4.033423755,OldTown,5,6,3.049218023,3.053078443,WD,Normal,5.079181246
1-STORY 1946 & NEWER ALL STYLES,RL,4.545715236,Timber,5,4,3.196452542,3.196452542,WD,Normal,5.271144318
1-1/2 STORY FINISHED ALL AGES,RL,3.98846977,Edwards,5,7,2.894316063,3.086715664,WD,Normal,5.020775488
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.025919999,OldTown,3,5,2.990338855,3.230193379,WD,Abnorml,4.977723605
1-STORY 1946 & NEWER ALL STYLES,RL,4.095552896,NoRidge,8,5,3.210586025,3.210586025,WD,Normal,5.418301291
2-STORY 1946 & NEWER,RL,3.951094557,CollgCr,7,5,2.919601024,3.220108088,WD,Normal,5.290034611
2-STORY 1946 & NEWER,RL,3.875061263,Gilbert,7,5,2.997386384,3.256236533,WD,Normal,5.276461804
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.511388652,Mitchel,4,4,3.096562438,3.21005085,WD,Normal,5.225309282
2-STORY PUD - 1946 & NEWER,FV,3.422425676,Somerst,8,5,2.889861721,3.158663981,WD,Normal,5.240549248
1-1/2 STORY FINISHED ALL AGES,RM,3.982271233,OldTown,5,8,2.846337112,3.16790781,WD,Normal,5.096910013
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.653212514,Mitchel,6,5,3.087781418,3.087781418,WD,Normal,5.217483944
2-STORY 1946 & NEWER,RL,3.971461405,Sawyer,6,7,2.821513528,3.130976692,WD,Normal,5.198657087
2-STORY 1946 & NEWER,RL,3.904661458,Gilbert,6,5,2.862131379,3.163161375,WD,Normal,5.245512668
2-STORY 1946 & NEWER,RL,4.147799949,Gilbert,7,5,2.943988875,3.270212855,New,Partial,5.340860362
2-1/2 STORY ALL AGES,RM,3.946943271,OldTown,7,6,2.911157609,3.227886705,ConLw,Normal,5.158362492
1-STORY 1946 & NEWER ALL STYLES,RL,3.959041392,CollgCr,7,5,3.08350262,3.08350262,WD,Normal,5.250420002
1-STORY 1946 & NEWER ALL STYLES,RL,4.050573077,Sawyer,4,5,3.021602716,3.140508043,WD,Normal,5.170261715
1-STORY 1946 & NEWER ALL STYLES,RL,3.970950934,NAmes,4,5,2.936513742,2.936513742,Oth,Abnorml,5.064645145
2-STORY 1946 & NEWER,RL,4.017033339,CollgCr,7,5,2.937517892,3.250175948,WD,Normal,5.296445794
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,5,8,2.946452265,3.129689892,WD,Normal,5.068185862
1-STORY 1946 & NEWER ALL STYLES,RL,3.989004616,CollgCr,7,5,3.212187604,3.212187604,WD,Normal,5.328379603
1-STORY 1946 & NEWER ALL STYLES,RL,4.006037955,NWAmes,5,6,3.023663918,3.031004281,WD,Normal,5.18610838
1-STORY 1946 & NEWER ALL STYLES,RL,4.166844376,SawyerW,7,7,3.33405144,3.341632336,WD,Normal,5.434409208
1-STORY 1946 & NEWER ALL STYLES,RH,3.949390007,SawyerW,4,4,3.023663918,3.023663918,WD,Normal,5.029383778
1-STORY 1946 & NEWER ALL STYLES,RL,3.960708552,CollgCr,6,5,3.225825991,3.230448921,WD,Normal,5.301029996
1-STORY 1946 & NEWER ALL STYLES,RL,3.890029586,NAmes,5,7,2.968949681,3.108226656,WD,Normal,5.146128036
1-STORY 1946 & NEWER ALL STYLES,RL,4.007833093,Somerst,8,5,3.220108088,3.220108088,New,Partial,5.462397998
2-STORY 1946 & NEWER,RL,4.049915436,SawyerW,6,5,3.02325246,3.26599637,WD,Normal,5.276461804
1-1/2 STORY FINISHED ALL AGES,RL,4.084003991,Gilbert,8,7,2.747411808,3.243534102,WD,Normal,5.214843848
1-STORY 1945 & OLDER,RL,3.970346876,Edwards,4,6,2.827369273,2.827369273,WD,Normal,5.053078443
SPLIT OR MULTI-LEVEL,RL,4.010554352,Sawyer,4,9,2.811575006,2.982271233,WD,Normal,5.161368002
SPLIT FOYER,RL,4.008813009,NAmes,5,5,2.966141733,2.999565488,WD,Normal,5.128722284
1-STORY 1946 & NEWER ALL STYLES,RL,3.850891184,Sawyer,5,5,2.951337519,2.951337519,WD,Normal,5.096910013
DUPLEX - ALL STYLES AND AGES,RM,3.950851459,Sawyer,6,5,#NUM!,3.279210513,WD,Normal,5.049218023
1-STORY 1946 & NEWER ALL STYLES,FV,3.936513742,Somerst,8,5,3.113943352,3.118595365,New,Partial,5.360699418
1-1/2 STORY FINISHED ALL AGES,RM,3.79518459,BrkSide,4,5,#NUM!,2.959994838,WD,Normal,4.90579588
2-STORY PUD - 1946 & NEWER,RM,3.225309282,BrDale,6,5,2.827369273,3.085647288,WD,Abnorml,4.961421094
1-STORY 1946 & NEWER ALL STYLES,RL,3.892094603,NAmes,5,5,2.959994838,2.959994838,WD,Abnorml,5.06069784
1-STORY 1946 & NEWER ALL STYLES,RL,3.916453949,Sawyer,5,5,2.978636948,3.083144143,WD,Normal,5.127104798
1-1/2 STORY FINISHED ALL AGES,RL,4.021023822,NAmes,6,6,3.017033339,3.266231697,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,4.028571253,NAmes,5,3,3.329601248,3.329601248,WD,Normal,5.139564266
2-STORY 1946 & NEWER,RL,4.187069271,Gilbert,7,5,2.896526217,3.173186268,WD,Normal,5.264817823
SPLIT OR MULTI-LEVEL,RL,4.020444155,NAmes,6,8,2.769377326,3.056142262,WD,Normal,5.161368002
2-STORY 1946 & NEWER,RL,4.164293359,Somerst,6,5,2.951337519,3.286231854,WD,Normal,5.330413773
1-STORY 1946 & NEWER ALL STYLES,RL,3.948021533,NAmes,5,8,2.959994838,2.959994838,WD,Normal,5.167317335
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.94295007,NridgHt,9,5,3.230959556,3.230959556,New,Partial,5.565013834
SPLIT OR MULTI-LEVEL,RL,3.898176483,NAmes,5,5,3.031408464,3.178113252,WD,Normal,5.103803721
DUPLEX - ALL STYLES AND AGES,RL,4.276231958,Sawyer,5,5,3.133858125,3.418301291,WD,Normal,5.278753601
DUPLEX - ALL STYLES AND AGES,RL,3.888067113,NAmes,5,6,3.043755127,3.075546961,WD,Normal,5.122215878
DUPLEX - ALL STYLES AND AGES,RL,3.993083361,NAmes,4,5,#NUM!,3.087781418,WD,Normal,5.007747778
1-STORY 1946 & NEWER ALL STYLES,RL,4.084933575,NAmes,5,5,3.074816441,3.074816441,COD,Abnorml,5.152288344
2-STORY 1945 & OLDER,RH,3.930694388,SWISU,5,6,2.973127854,3.293141483,WD,Abnorml,5.113943352
2-STORY 1945 & OLDER,RL,4.118330874,Crawfor,5,5,2.873320602,3.25139485,WD,Normal,5.142661597
2-STORY PUD - 1946 & NEWER,RL,3.419625361,NridgHt,7,5,2.883093359,3.211120541,WD,Normal,5.244277121
2-STORY 1946 & NEWER,RL,4.09317645,CollgCr,7,5,2.92788341,3.289588953,WD,Normal,5.290034611
1-STORY 1946 & NEWER ALL STYLES,RL,4.116342039,SawyerW,6,5,3.057285644,3.057285644,WD,Abnorml,5.153814864
1-STORY 1946 & NEWER ALL STYLES,RL,3.956024282,Timber,8,5,3.169086357,3.171433901,WD,Normal,5.424718337
2-STORY 1946 & NEWER,RL,3.911583701,CollgCr,7,5,2.946452265,3.247482261,WD,Normal,5.351989455
1-STORY 1946 & NEWER ALL STYLES,RL,3.993392137,Somerst,7,6,3.22762965,3.22762965,New,Partial,5.395025691
SPLIT FOYER,RL,4.026328939,NWAmes,7,6,3.022428371,3.069298012,WD,Family,5.230448921
1-STORY 1946 & NEWER ALL STYLES,RL,4.142733511,NridgHt,10,5,3.317227349,3.317227349,New,Partial,5.667452953
2-STORY 1945 & OLDER,RL,4.058236169,Crawfor,8,7,2.898725182,3.180985581,WD,Normal,5.361727836
SPLIT OR MULTI-LEVEL,RL,4.082426301,NWAmes,6,7,2.767155866,3.271376872,WD,Abnorml,5.250420002
2-STORY 1946 & NEWER,FV,3.90982337,Somerst,7,5,2.878521796,3.191171456,New,Partial,5.270678836
SPLIT OR MULTI-LEVEL,RL,4.090892626,Mitchel,6,5,3.005180513,3.014520539,WD,Normal,5.230193379
2-1/2 STORY ALL AGES,RM,3.982271233,OldTown,6,5,2.866287339,3.31344537,WD,Normal,5.112269768
1-STORY 1946 & NEWER ALL STYLES,RL,3.857332496,NAmes,5,7,2.942504106,2.994756945,WD,Normal,5.075546961
1-STORY 1946 & NEWER ALL STYLES,RL,4.047664195,NAmes,7,5,3.324282455,3.324282455,WD,Normal,5.387389826
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.496376054,NridgHt,7,5,3.147676324,3.147676324,WD,Normal,5.234896746
1-STORY 1946 & NEWER ALL STYLES,RL,3.993788814,Mitchel,5,6,2.936513742,2.941511433,WD,Normal,5.113943352
2-STORY 1946 & NEWER,RL,4.244079107,Veenker,7,7,3.076276255,3.335858911,WD,Normal,5.46834733
2-STORY 1946 & NEWER,RL,3.840795899,Edwards,7,5,2.872738827,3.219060332,WD,Normal,5.218535505
1-1/2 STORY FINISHED ALL AGES,RM,3.79518459,BrkSide,6,6,2.946452265,3.135768515,WD,Normal,5.105510185
1-STORY 1946 & NEWER ALL STYLES,RL,4.155427139,NoRidge,8,5,3.297979244,3.298197867,WD,Normal,5.479287316
1-STORY 1945 & OLDER,RL,3.608526034,Edwards,5,8,2.936513742,2.936513742,WD,Normal,4.999565488
SPLIT OR MULTI-LEVEL,RL,3.981682727,Gilbert,7,5,2.932473765,3.06669855,WD,Normal,5.278753601
1-STORY 1946 & NEWER ALL STYLES,RL,3.989004616,NAmes,6,8,3.022840611,3.022840611,WD,Normal,5.178976947
2-STORY 1946 & NEWER,RL,4.392380348,Gilbert,6,5,2.924795996,3.224014811,WD,Normal,5.257678575
1-STORY 1946 & NEWER ALL STYLES,RL,3.982271233,NAmes,5,6,3.021189299,3.021189299,WD,Normal,5.110252917
1-1/2 STORY FINISHED ALL AGES,RL,4.051152522,ClearCr,4,5,3.042969073,3.252367514,WD,Normal,5.208172527
2-STORY 1945 & OLDER,RL,4.13081605,BrkSide,6,6,2.883093359,3.261024834,WD,Normal,5.256477206
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RH,3.608526034,NAmes,6,5,3.147676324,3.126131407,COD,Abnorml,5.257678575
2-STORY PUD - 1946 & NEWER,FV,3.572290606,Somerst,7,5,2.839478047,3.161966616,WD,Normal,5.264581729
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,4.005180513,OldTown,7,4,2.966141733,3.276231958,WD,Normal,5.086359831
1-STORY 1946 & NEWER ALL STYLES,RL,4.121034302,Timber,9,5,3.301464073,3.304921162,WD,Normal,5.578065884
1-1/2 STORY FINISHED ALL AGES,RL,4.149219113,Crawfor,8,9,2.862131379,3.537441283,WD,Normal,5.580924976
1-1/2 STORY FINISHED ALL AGES,RL,4.054766218,NAmes,5,5,2.941511433,3.182984967,WD,Normal,5.158362492
1-STORY W/FINISHED ATTIC ALL AGES,RL,4.372819982,ClearCr,7,6,3.124504225,3.182984967,WD,Normal,5.414973348
1-STORY 1946 & NEWER ALL STYLES,RL,3.961705784,NWAmes,6,7,3.172894698,3.172894698,WD,Normal,5.268928822
1-STORY 1946 & NEWER ALL STYLES,RL,4.131169383,Sawyer,5,6,2.970811611,2.970811611,WD,Normal,5.136720567
SPLIT OR MULTI-LEVEL,RL,4.061150781,Edwards,6,7,3.008174184,3.132579848,WD,Normal,5.247973266
1-1/2 STORY FINISHED ALL AGES,RL,3.72932681,Crawfor,5,6,2.820201459,3.096910013,WD,Normal,5.1430148
DUPLEX - ALL STYLES AND AGES,RL,4.0548045,NAmes,5,5,2.967547976,3.283301229,WD,Normal,5.136720567
2-STORY 1946 & NEWER,RL,4.111800007,NWAmes,6,6,2.859138297,3.144574208,WD,Normal,5.209515015
SPLIT OR MULTI-LEVEL,RL,4.252148855,NWAmes,6,5,3.225309282,3.236537261,WD,Normal,5.296445794
2-STORY 1946 & NEWER,RL,3.976487537,CollgCr,8,5,3.0523091,3.307709923,WD,Normal,5.374748346
1-1/2 STORY FINISHED ALL AGES,C (all),3.875061263,IDOTRR,4,4,2.843855423,3.0523091,COD,Abnorml,4.835056102
1-STORY 1946 & NEWER ALL STYLES,RL,3.991580457,CollgCr,7,5,3.196728723,3.196728723,WD,Normal,5.356025857
1-STORY 1946 & NEWER ALL STYLES,RL,3.905741927,Timber,7,5,3.116939647,3.126780577,WD,Normal,5.255272505
1-STORY 1946 & NEWER ALL STYLES,RL,3.944482672,CollgCr,5,7,3.017033339,3.017033339,WD,Normal,5.1775365
DUPLEX - ALL STYLES AND AGES,RL,3.973127854,Mitchel,6,5,2.959994838,3.261024834,WD,Normal,5.1430148
1-1/2 STORY FINISHED ALL AGES,RL,3.983986922,SWISU,6,7,2.905256049,3.388633969,WD,Normal,5.227886705
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,6,6,2.892094603,3.149834697,WD,Normal,5.122215878
1-STORY 1946 & NEWER ALL STYLES,RL,3.990782692,NWAmes,6,5,3.123198075,3.123198075,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,4.562292864,ClearCr,5,5,3.210586025,3.199206479,WD,Normal,5.278753601
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.753123245,StoneBr,8,5,3.176380692,3.219846386,WD,Normal,5.444044796
2-STORY 1946 & NEWER,RL,4.043951418,NridgHt,8,5,3.035429738,3.294466226,New,Partial,5.44870632
SPLIT OR MULTI-LEVEL,RL,4.149588568,NAmes,5,7,3.061452479,3.061452479,WD,Normal,5.256477206
2-STORY PUD - 1946 & NEWER,RM,3.225309282,BrDale,5,7,2.799340549,3.114610984,WD,Normal,5.077367905
2-STORY 1945 & OLDER,RM,3.819543936,OldTown,5,4,2.997386384,3.375114685,WD,Normal,5.031408464
2-STORY 1946 & NEWER,RL,4.006037955,NWAmes,7,5,2.920123326,3.221153322,WD,Normal,5.211921084
1-STORY 1946 & NEWER ALL STYLES,RL,3.912328358,Edwards,5,7,2.936513742,2.936513742,WD,Normal,5.06069784
1-STORY 1946 & NEWER ALL STYLES,RL,3.924279286,NAmes,5,5,3.02201574,3.02201574,WD,Normal,5.141449773
1-STORY 1946 & NEWER ALL STYLES,RL,3.939519253,NAmes,5,6,3.049218023,3.0523091,WD,Normal,5.190331698
PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,3.565257343,Edwards,6,5,2.737987326,3.030194785,New,Partial,5.146128036
2-STORY 1946 & NEWER,RL,4.805412495,Edwards,10,5,3.78604121,3.751433082,New,Partial,5.204119983
1-STORY 1946 & NEWER ALL STYLES,RL,3.875061263,NAmes,5,7,3.095518042,3.095518042,WD,Normal,5.187520721
2-STORY 1946 & NEWER,RL,4.031892988,Gilbert,7,5,2.990338855,3.297322714,WD,Normal,5.352182518
2-STORY 1945 & OLDER,RL,3.875061263,Crawfor,6,7,2.887054378,3.174350597,WD,Normal,5.249198357
2-STORY 1946 & NEWER,RL,4.005180513,NoRidge,8,5,3.066325925,3.402433346,WD,Normal,5.462397998
1-STORY 1946 & NEWER ALL STYLES,RL,3.938919812,Somerst,7,5,3.208441356,3.208441356,WD,Normal,5.365487985
2-STORY PUD - 1946 & NEWER,RM,3.526726867,Edwards,7,5,2.989449818,3.232487866,WD,Normal,5.113943352
1-STORY 1946 & NEWER ALL STYLES,RL,4.119684692,NridgHt,9,5,3.218010043,3.218010043,WD,Normal,5.511883361
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.842297134,NridgHt,7,5,3.136086097,3.136086097,New,Partial,5.306425028
1-STORY 1946 & NEWER ALL STYLES,RL,3.906981153,CollgCr,5,5,2.995635195,2.995635195,WD,Normal,5.139879086
1-STORY 1946 & NEWER ALL STYLES,RM,4.079181246,OldTown,5,7,2.965671971,3.049992857,WD,Normal,5.167317335
1-STORY 1946 & NEWER ALL STYLES,RL,3.854488225,SawyerW,6,5,3.106530854,3.111934276,WD,Normal,5.253338005
